shoulder link,upper arm link,forearm link,wrist1 link,wrist2 link,wrist3 link
4.737949709928549e-05,3.3991679519012036e-05,6.518620514823374e-05,0.00018223133253507338,0.00028551200469638957,0.00024444316182374993
