time,shoulder link,upper arm link,forearm link,wrist1 link,wrist2 link,wrist3 link,total_reward
0.0,-1.4329182599355923e-05,0.00381598063059743,0.0009290793987309126,-9.870557443455174e-05,-1.615016144367675e-05,3.7205580853136775e-05,960.5937710611557
1.0,-0.0016825587121215486,0.00765785635732905,0.001665159179513207,-0.004508568296157096,-0.0027205875829595075,0.00026944528062886806,960.5937710611557
2.0,-0.006296496728392931,0.008239742206555592,0.00025563490951562034,-0.013855229465428318,-0.010699397028769046,0.006642163187780922,960.5937710611557
3.0,-0.013428534757230314,0.004972829027244219,-0.0041361236913366505,-0.026386905664504672,-0.02186381064044349,0.017615861316360542,960.5937710611557
4.0,-0.022501185622658845,-0.0013441665705453368,-0.011555084142837522,-0.04118778264971149,-0.03530114061193456,0.030311423206498846,960.5937710611557
5.0,-0.033033900007646645,-0.008674413342798835,-0.021495221255094437,-0.056981138793553904,-0.04920131176400043,0.042935143023402185,960.5937710611557
6.0,-0.04470425856623958,-0.01489230555262651,-0.033245760410527764,-0.07288831085789924,-0.06354540030603979,0.05624288059557314,960.5937710611557
7.0,-0.05740001046562823,-0.018815303191835848,-0.04619063490521733,-0.0890831843813865,-0.07846388542213785,0.06997252467057719,960.5937710611557
8.0,-0.07089828559811102,-0.020164567959386,-0.05977720750057011,-0.10533750297394208,-0.09367516657485567,0.08429092984482282,960.5937710611557
9.0,-0.08485984700040772,-0.019423352752749624,-0.07378439436673294,-0.12091499868126487,-0.10894935174692018,0.09903128079291038,960.5937710611557
10.0,-0.09906695796598526,-0.017378748456666367,-0.08810526915129772,-0.13563179529564132,-0.12384526116675144,0.11427395801541414,960.5937710611557
11.0,-0.11343138106465149,-0.014684624921692337,-0.10274832397994312,-0.1500594991228841,-0.13835498773365748,0.12996784294323588,960.5937710611557
12.0,-0.12796462703786132,-0.011793951766182366,-0.11761337024327477,-0.16444921295465448,-0.1528801165536241,0.1457622588701684,960.5937710611557
13.0,-0.14267055044829927,-0.008969418934409262,-0.13248020040842656,-0.1788362418866865,-0.16754968684496235,0.16175489276679217,960.5937710611557
14.0,-0.15752072147491894,-0.006326152516386062,-0.1471467312154907,-0.1933365766094172,-0.18204707818053625,0.17764954312303086,960.5937710611557
15.0,-0.17244291737203826,-0.0039023993262147505,-0.16147654650116217,-0.20815386924388077,-0.19630647361830222,0.19351354365168566,960.5937710611557
16.0,-0.1873996393737642,-0.0016875991006016953,-0.17555654108961935,-0.2232765317956369,-0.21025561425152886,0.2093719928101641,960.5937710611557
17.0,-0.20237077012871169,0.00032415684140150596,-0.18955858437361234,-0.2384598320639709,-0.22395379069923985,0.2248797865747093,960.5937710611557
18.0,-0.21737166498553112,0.0021374239041533475,-0.20363153863926683,-0.2536727644050723,-0.23738423744612977,0.23998392536986696,960.5937710611557
19.0,-0.23246002347947725,0.0037546871738022387,-0.2178124971502349,-0.2688564491613485,-0.25050560798419075,0.2548564950295418,960.5937710611557
20.0,-0.2477035168911096,0.005195164350602472,-0.23210326899385142,-0.2838651477726018,-0.2636082697385331,0.2692391676925256,960.5937710611557
21.0,-0.26315052190396465,0.006476371641380359,-0.24644950886280909,-0.29877392173422523,-0.27674719630365024,0.28335954887977927,960.5937710611557
22.0,-0.2788105351094271,0.007612129766591864,-0.2606971615964143,-0.31351567978965755,-0.2897257825257021,0.2973986598054552,960.5937710611557
23.0,-0.2945783415086317,0.008642957730611316,-0.27484933307412374,-0.3277795355383773,-0.3025531260797148,0.3112628032219374,960.5937710611557
24.0,-0.31035982193950995,0.009590196343461055,-0.28897995826126743,-0.34156052619105,-0.31545595053934655,0.32463884173572966,960.5937710611557
25.0,-0.3261483773634355,0.010458282134406815,-0.30318109452227693,-0.35427157115921004,-0.32863596981056215,0.3375803046644037,960.5937710611557
26.0,-0.34177043290111264,0.0111474272179476,-0.3173148268481776,-0.3668957010601814,-0.3419883866150678,0.3507022809411792,960.5937710611557
27.0,-0.35727989876609767,0.011686934628775335,-0.331499812335531,-0.3792569862293523,-0.3555323884033849,0.3641490089352689,960.5937710611557
28.0,-0.3727679986244139,0.012143403408879764,-0.345763907647574,-0.3912397822995646,-0.36910648043777117,0.3777461379085412,960.5937710611557
29.0,-0.38826686522357273,0.01259902672077358,-0.3601273005184311,-0.40271556595046426,-0.3826548898031773,0.39143076245048614,960.5937710611557
30.0,-0.40378722792888116,0.013136590858336036,-0.374590201855673,-0.4137033802538885,-0.39608471915578775,0.4051137524363197,960.5937710611557
31.0,-0.4193285584489659,0.013827884783414804,-0.38913934762669034,-0.42415026670426986,-0.4094716188557639,0.4187787893796486,960.5937710611557
32.0,-0.4348858143795007,0.01471765615034827,-0.4037544805619412,-0.43397876874851293,-0.42284503389623457,0.4324565738164251,960.5937710611557
33.0,-0.45045392486016295,0.015830847836360733,-0.41839731679773506,-0.4432010296996934,-0.43609652847184227,0.446182995545201,960.5937710611557
34.0,-0.46604216306097523,0.017157797704966404,-0.4330274513849016,-0.45183142815574456,-0.4492567676321388,0.460047547404113,960.5937710611557
35.0,-0.48166595586080385,0.0186448209314774,-0.4476414395838744,-0.45985720928644525,-0.4624522138955817,0.47408391591315874,960.5937710611557
36.0,-0.4973239680500782,0.020202680258569496,-0.4622465781210664,-0.46730311962323084,-0.47569470751213166,0.4882409803480476,960.5937710611557
37.0,-0.5129988129345852,0.021744378090333156,-0.47685529788632147,-0.4742853720293044,-0.4889860983474457,0.5024685498383396,960.5937710611557
38.0,-0.5286663050467516,0.023195631239270337,-0.49147480378121383,-0.4807271652003108,-0.5023086997628842,0.5167350815213552,960.5937710611557
39.0,-0.5443094387500486,0.024502073015840422,-0.5060997769692113,-0.4865876780766642,-0.5156486290467618,0.5310847887543317,960.5937710611557
40.0,-0.5598945668400943,0.0256181470164961,-0.5207260209348263,-0.4919079433310026,-0.529040092261667,0.5453515170544978,960.5937710611557
41.0,-0.5753607939580885,0.026514610140087956,-0.5353489506481741,-0.4966831703383681,-0.542494244183229,0.5594383674400742,960.5937710611557
42.0,-0.590618588800523,0.027193389461852527,-0.5499454539719558,-0.5009888965791586,-0.5559516305189796,0.5732979305587225,960.5937710611557
43.0,-0.6055790936902169,0.027684971259589523,-0.5645061937727077,-0.5048479072908055,-0.5694388880312873,0.5867907045222319,960.5937710611557
44.0,-0.6201898589532872,0.028031072525914875,-0.5790488314093764,-0.5083752357031213,-0.5828623607519158,0.599765541729711,960.5937710611557
45.0,-0.634426931050646,0.028261219531355807,-0.5935716518117923,-0.5115029984146584,-0.5962362373574236,0.6121835136358776,960.5937710611557
46.0,-0.6483192102266303,0.028406075639170646,-0.608075705588243,-0.5143879361684534,-0.6096114264407773,0.6240911897308996,960.5937710611557
