x,y,z,reward
-0.23394292866278982,0.8165893026066777,0.0597807124741419,-0.9111607981031669
-0.23252274744100762,0.8166993938016501,0.05563207538496963,-1.8201329895458584
-0.22865614254745203,0.8178908662851092,0.052960914509104055,-2.723896204395012
-0.22215404352118753,0.8200019969393376,0.05186678145333265,-3.6194400006772636
-0.21354851798156482,0.8229965157847466,0.052329077057072466,-4.505614732197195
-0.20343805898728232,0.8267173677889844,0.054823136455081425,-5.381299470375699
-0.19250595508019264,0.8306911497262812,0.058916484698706126,-6.244964393559378
-0.1809828820298513,0.8347697840910311,0.06436104630017699,-7.098024866714358
-0.1688775099663109,0.8389085530835979,0.07122642614409784,-7.938800393579007
-0.1562434468192042,0.8430197101970864,0.07950518669449676,-8.763856494743008
-0.14321585095916056,0.8470003654929412,0.08910045180932678,-9.571617388833449
-0.12994829876065025,0.8507490786376973,0.0998642964569858,-10.361558518849007
-0.11654289971843784,0.85426369179953,0.11171075657181599,-11.135106795300292
-0.1029978142096525,0.8574198709076998,0.12458721165213137,-11.891888107420272
-0.08941243296375274,0.8600757652882467,0.13839931946455641,-12.631064402386807
-0.07602058314935564,0.8621611137489025,0.15297138492518175,-13.355417345470897
-0.0629835126845496,0.8636710436707467,0.1681040385939908,-14.065416295236245
-0.050312454750649716,0.8646337691922116,0.18363747525442792,-14.759364260135946
-0.03791614758979321,0.8650132359254972,0.19947831923359965,-15.43559806179014
-0.02571540054935742,0.8647948311500382,0.21545001592860483,-16.097424542687996
-0.013718493979682458,0.8640428260132277,0.23118060049937483,-16.74727707036035
-0.001937579964842659,0.8628326615026788,0.24642465415638545,-17.38355467447201
0.009646560731903425,0.8612322666093705,0.261195421423949,-18.00380245170634
0.0210014397712473,0.8592536650727131,0.27542895989579214,-18.606374231062972
0.031962967583628904,0.8569521314402716,0.2890569057473765,-19.193164626737726
0.04250437777619294,0.8544175756198817,0.3020351963932739,-19.768722290194447
0.05280469978913262,0.8516848297274386,0.3142312069821126,-20.333737241294898
0.06299132530894062,0.8488064129109957,0.3254105924056941,-20.88623050958983
0.07311560875987791,0.8458769324385478,0.3352758559124169,-21.427706373026542
0.08321996562561071,0.8429964216665913,0.3436828797490944,-21.960963517605045
0.09336012567441819,0.8402423118690014,0.35076974605194483,-22.48614606245719
0.10360592950577485,0.837525498486347,0.35692502012961275,-23.00155608078426
0.114009217648212,0.8347555144932948,0.3625060696677468,-23.508630930203854
0.12455655221118597,0.8318819310032698,0.3676223341893377,-24.007156489451496
0.13526086824267702,0.8288719648423992,0.37234320216387506,-24.494140856492965
0.14616194237581015,0.8257550365022102,0.3766680800514491,-24.968388495330064
0.15731308841713276,0.8225663266728039,0.3804784763884627,-25.42844894719119
0.16873317849385355,0.8192714920416898,0.3838051334126701,-25.8750050471062
0.1804321294810538,0.8157718601230238,0.3868284477239621,-26.309112886507563
0.19239883103698352,0.8119751098442745,0.389828082638746,-26.7302214774506
0.20449792221710023,0.8078133090208467,0.3929540687877019,-27.142294589297702
0.21659511432969666,0.8032420675420691,0.3960721611176961,-27.546009289101896
0.2285919437374832,0.7982953595853547,0.398985073032543,-27.93787332860682
0.24047604761074665,0.7930369184483742,0.40170553181899105,-28.316642662127446
0.25224153420223117,0.7874808237175467,0.4043840375010198,-28.68108403719473
0.2638211702751151,0.7815968398516127,0.4070387169323083,-29.03219378031394
0.275264572013622,0.7753128999599949,0.40970902942839843,-29.370972403738943
0.28663626571134293,0.768565674294185,0.41248975958005996,-29.697542280185477
0.297932482617538,0.7614431606114777,0.4155215727709909,-30.010258823880505
0.3090786053044621,0.7539677751545374,0.4187611203163041,-30.30907096181211
0.3200277605513055,0.7462029988594285,0.42206465541314075,-30.59498078065126
0.3308458951069715,0.7381827847415784,0.42525855686257963,-30.867289718712552
0.3415080931790305,0.7299160360164801,0.4284300011453446,-31.126145279935056
0.351943441465157,0.7214324271745616,0.43180802349594166,-31.37175995892787
0.36206095770846086,0.7126947287559557,0.4353009676756332,-31.60409692732309
0.37188061973264763,0.7036999633173745,0.4385779796222894,-31.823406995548538
0.38144822786452814,0.6945256751015028,0.4415443703703885,-32.02901753861958
0.39075593655369706,0.6851963852019056,0.4441391390697724,-32.22125259291113
0.3997760592449893,0.6757055768576248,0.44636562752007936,-32.400969493426174
0.4084939584214746,0.6659586623640152,0.4482400096508182,-32.56804307809513
0.4168699471761938,0.6559830160965656,0.4499147980347455,-32.72278176839161
0.4247795518453536,0.6458165743674653,0.451586802478381,-32.86633331971485
0.43211090848120776,0.6355614741170608,0.45346575200424794,-32.998561042231266
0.4389155551711138,0.6253605845662429,0.4555705762435228,-33.11858869081755
0.44530836416583797,0.6153046874906724,0.45776069584905654,-33.22400086917581
0.45130954502134524,0.6054619470058604,0.4600057959104691,-33.31707247109282
0.4568975349991411,0.5958019085029364,0.46250149442060556,-33.39862620069758
0.46208352340507935,0.5862827119208701,0.4654496896847573,-33.469779723548015
0.4669018389391386,0.5769204924429582,0.4689702602699035,-33.53243848857933
0.4714081415882339,0.5676941693711891,0.4729087253006159,-33.58619529281231
0.4756889153015248,0.5586906674761544,0.4770118943010786,-33.6315505891396
0.47989260904907244,0.550041498254455,0.48101104920257776,-33.66659816494803
0.4840603973527502,0.54192350169895,0.48452143471324627,-33.69219036361968
0.4881809584231421,0.5345920186032167,0.48735767882929143,-23.712030737806018
0.4920161579656101,0.5281858711255544,0.48951418911552586,-13.726327341607702
0.49528578437601223,0.5226999952868838,0.4911616305906441,-3.739343883238318
