x,y,z,reward
-0.23398871694733436,0.8165662132591887,0.059777512551359414,-0.9111607981031669
-0.23272517494967682,0.8165976501218176,0.05625166275450607,-1.8200814287461475
-0.22908992143572204,0.8178088747285335,0.056100658115114325,-2.721204255850632
-0.22332344404577437,0.820282935817046,0.060236245919226133,-3.610223027712596
-0.2158834370754117,0.8237121415105192,0.06809914607527985,-4.485393741198414
-0.20714021215227132,0.8276761872945462,0.07791210399390949,-5.346875483169555
-0.19736146999697302,0.8316877093271148,0.08764533135653481,-6.193714721994586
-0.18664589865648187,0.8355518844423533,0.0960212330987159,-7.024318061409437
-0.17516989933385405,0.839179133941411,0.10254550678994417,-7.8405898331119275
-0.16321977611855976,0.8424862164973344,0.10747347447478701,-8.64560307169765
-0.15099315383214906,0.8455020389222723,0.11140547332996316,-9.441620610868394
-0.13856750075936813,0.8483037131480713,0.11489801535521565,-10.228895300386329
-0.12593593352490084,0.8508933666624884,0.11829244474136048,-11.007117125203266
-0.11309555721745448,0.8532569401730096,0.12172450165029822,-11.775889422438713
-0.10007275015737715,0.8554203064684233,0.12522404333766293,-12.536121589807482
-0.08692807154022666,0.8573952057304377,0.12877692927713744,-13.28977275636578
-0.07369963825209458,0.8591852569885736,0.1324118312005991,-14.035235953874992
-0.06041180357138087,0.8607639181851349,0.13618878232872456,-14.771896642766379
-0.047058575795332,0.862129589278982,0.14016795684547062,-15.498866828518949
-0.03359871807049031,0.8632773982434039,0.14436860246443614,-16.21463876312815
-0.019981902234890075,0.8641617324955431,0.14876286907343358,-16.919156679828962
-0.0061698571207595004,0.8647731789754429,0.15331386600280192,-17.611627255773936
0.007838493795541218,0.8651104508577294,0.1579573985709756,-18.29107619068369
0.021943248014209202,0.8651371067155085,0.1626486746575415,-18.957520324827552
0.03605235879082441,0.8648319740946138,0.16738416325468516,-19.610757313769458
0.05013048327339878,0.8641248869726902,0.17216431254053716,-20.251703869854992
0.06405886725179165,0.863121878045789,0.17704752843732724,-20.88069322267768
0.0778545409601469,0.8618118242866506,0.18205420491394833,-21.49749729530152
0.09158730954309185,0.8601919994563727,0.18714643733512043,-22.10357687366681
0.1052741839593741,0.8582538416433001,0.19226123895436037,-22.69919640283883
0.11891682701161246,0.8560069876134827,0.19733469457303704,-23.283127897232628
0.13250703369439853,0.8534456705925155,0.20229310825316033,-23.855115570302253
0.14603130124467562,0.8505666788282784,0.20708226373294872,-24.41424030697771
0.1594785214025099,0.8473858763690115,0.21167091411455632,-24.960771859706906
0.1728506534385582,0.8439075442262912,0.21604622203285645,-25.494186084690295
0.18615410670674093,0.840121394608739,0.22023794404036606,-26.013768383792563
0.19938077988134084,0.83602708671089,0.2243201430877455,-26.518949688315104
0.21251182922137907,0.8316347800066626,0.22837450296144085,-27.009777995275638
0.22551355012915647,0.8269426608025411,0.2324623690377072,-27.48584865836792
0.23835921998703774,0.8219522553290782,0.23662446184119013,-27.94699797661546
0.25101503142806425,0.8166734597792605,0.2408941938284593,-28.392914301700046
0.2634237742694684,0.8111236250987519,0.24529137638025958,-28.82377211370289
0.2755115309444002,0.8053450538121012,0.2498128325533055,-29.240526715222472
0.28720576449568513,0.7993766688147756,0.2544279602003076,-29.64434775630301
0.298466181374514,0.7932643382170346,0.2591201026830699,-30.034883949898518
0.30927083397399124,0.7870272667144336,0.2638583057000854,-30.414682787822123
0.31965175814685043,0.7806832677971008,0.2686215509343903,-30.78349791725727
0.32966072588474593,0.7742310996418872,0.27338890000867816,-31.139667455919415
0.33935162991899387,0.7676716920407338,0.27814212211708744,-31.482445121979808
0.34876620611287756,0.7610065309820155,0.282859331800674,-31.811442721191614
0.35792581595456785,0.7542352073799452,0.28753278261789866,-32.126129661978425
0.36683606221171483,0.7473508879216818,0.2921486806281145,-32.42633152536933
0.3754618866465733,0.7403813119563091,0.2967229543994713,-32.71331356482646
0.38373631869667213,0.7333614501520951,0.3012655395855964,-32.98933469221797
0.39160605338444865,0.726328850974999,0.30580482473874415,-33.2533840785708
0.3990706268742177,0.7192960707146887,0.310353886805373,-33.50584257637831
0.40615787710935664,0.7122576673436143,0.31491384490447466,-33.74832553377045
0.4129148318761839,0.7052018119345539,0.3194782497636644,-33.98025480003798
0.4193629134321391,0.6981129849879055,0.32404481065146185,-34.2014750600841
0.42553923838176066,0.6910014818873813,0.32859718592504056,-34.41180291332717
0.4314473357595868,0.6838851819347695,0.3331082030682308,-34.61086446077561
0.4370696022319724,0.6767784072169591,0.33755875554647263,-34.79946133274154
0.4424117735572414,0.6697045829762424,0.3419588398054774,-34.97798074149512
0.44747489617618713,0.6626637225771864,0.34631085334280565,-35.146794454059744
0.4522404358686622,0.6556667599477953,0.3506150960849977,-35.306172172803024
0.456711755389224,0.6487302799540146,0.35487613797771744,-35.4580680012707
0.46088649239200585,0.6418720834978066,0.35908498948493783,-35.60567473948386
0.46476068038457113,0.6351061954504904,0.3632127282683845,-35.751822391787634
0.46833544675806504,0.6284502350742014,0.36725405188317783,-35.89738071029459
0.47159541985661146,0.6219310693974347,0.37120076517701406,-36.04132069905613
0.474546086393257,0.6155723429831584,0.3750343173205983,-36.183364923691094
0.4772288411215834,0.609381973941028,0.3787783127190407,-36.320300355673304
0.47967555949248486,0.603334428481578,0.38244709044641456,-36.450158975576386
0.4818896416080443,0.5974335940371048,0.38603276552148313,-36.57274909070582
0.48388988193107896,0.5917262409176588,0.38952979292531686,-36.68928222649868
0.48567219226214997,0.5862420476330875,0.39292178904518954,-36.79979462232337
0.4872184703691922,0.5810135765172401,0.3962188460958885,-36.90577979657959
0.4885475578788687,0.5760665205140063,0.3994515554435981,-37.00816714414242
0.4896721115484677,0.5713913766621354,0.4026357733817283,-37.1079122765231
0.4906198038176934,0.5669540420190393,0.4057805315324044,-37.20434349659895
0.4914147630818314,0.5627431142154199,0.40889251850893626,-37.29658219827766
0.4920734160359361,0.5587354247646572,0.4119608555252232,-37.38285251130912
0.49264843588452567,0.5549111186506437,0.41497833357152886,-37.46155186433154
0.4931625941972922,0.5512686069360881,0.41792249116934177,-37.531768398008396
0.493617345902718,0.5478009158421451,0.4207923216092265,-37.59638787553643
0.4939854270767778,0.5445277756431434,0.4236062187605707,-37.65751336884253
0.49424058424642603,0.5414848030408752,0.42635501226692196,-37.71440938005365
0.49437376177144615,0.5387090826310061,0.42901795229836825,-37.76549772201767
0.4943584175184188,0.5362187303600777,0.4315887783592483,-37.810575207297056
0.4942015368013314,0.5340191013755207,0.4340841474095436,-37.851467385490665
0.49392551700335857,0.5320790925144709,0.4365133701073341,-37.888768603122195
0.49354580562670264,0.5303382271193395,0.43889426298661843,-37.92331710003194
0.4931261992920188,0.5287247028596272,0.4412678259470513,-37.956749696635605
0.49274351102630054,0.5271591880294471,0.443671742141431,-37.98802392030855
0.49247789664147623,0.525576538398131,0.446100927804168,-38.01910132624338
0.49237281435839025,0.5239369665742257,0.44851318059834866,-38.05027659714986
0.49243280075589047,0.5222724117351617,0.45089334688909194,-38.07819029711192
0.4925953476481018,0.5206392759858838,0.45321438639227485,-28.102594306491028
0.49278674813404333,0.5191081485675735,0.4554754667488724,-18.126064275915958
0.4929338704264255,0.5177281159853796,0.4576642429911398,-8.148880020771077
0.4929931136996373,0.5165183149520228,0.4597876431051033,1.8280577529184985
0.49296755451596774,0.5154571772203149,0.4618474629066308,11.805112161350097
0.4928813881530755,0.5145101322140434,0.46387586897750305,21.783284523563893
0.49278511590446106,0.5136287836454174,0.4658706197038441,31.76255113982534
0.4927664091721111,0.512744230856611,0.46780105983802717,41.74552043582333
0.49290460898337174,0.5117999980052998,0.46963057460947255,51.73014338773299
0.4932128040401478,0.5107715007605378,0.47134122550609664,61.717477761179815
0.49366170964550754,0.5096972677499421,0.472937586743634,71.71034378417038
0.4941901153811329,0.5086516540878272,0.4744282704262715,81.70476204110787
0.49474862716805756,0.5077160224223785,0.4758368641328043,91.7008718410882
0.49526577414151984,0.5069180988930888,0.47717189187275405,101.6986990879901
0.49571683334696776,0.5062623455378983,0.4784402903787436,111.69413346885366
0.49613168348721626,0.5057384154890096,0.4796231514168413,121.68316846258575
0.49653230370225565,0.5053487908768524,0.4806880745618546,131.66549943322502
0.4969383394891007,0.5050880631411955,0.4816047997422981,141.64269263524636
0.49735825011649676,0.5049245825828703,0.4823811006504565,151.62083585237787
0.4977853469064652,0.5048376880481802,0.48306598937175105,161.60392177682036
0.498206345046609,0.5048184764605393,0.48367851959463654,171.59437028364852
0.4986293387556262,0.504837553501899,0.4842354570706655,181.58822679286249
0.4990798125655025,0.5048601960775423,0.48473714791673816,191.5805348089663
0.49958367353622485,0.5048567763093348,0.4851562207304411,201.5698260074912
0.5001323702289033,0.5048323772985844,0.48550806477762637,211.56135686524553
0.5006849556788975,0.5048225552484246,0.48580256612431566,221.55761634778523
0.5012019840469837,0.50487996791078,0.48605745819429735,231.55002370623927
0.5016523989773214,0.5049999479707904,0.48628438934141216,241.5346160078303
0.502041870407557,0.5051481232343433,0.48649450855806325,251.51593034870805
0.5024042205290339,0.5052768715076004,0.48669335366708477,261.4995766949755
0.5027856423705777,0.5053314058758687,0.4868611413633235,271.4870960365781
0.5032170055924878,0.5052716266202536,0.4869478223247783,281.47915513024395
0.503709985497837,0.505109744545917,0.4869632202276598,291.4773940922708
0.5042186268132931,0.5048851553974202,0.4869273626171981,301.4662048657659
0.5047206715569571,0.5046351881065353,0.48686203982669773,311.44707696124516
0.5051996997508023,0.5044022860478428,0.48678411805128774,321.4254085345264
0.5055916091993393,0.5042358636663747,0.4867081142278463,331.4068908134369
0.5058759015497224,0.504150093540453,0.48665112570524993,341.3954575930218
0.5060756345508546,0.5041327877888188,0.48660557530213144,351.39077186959673
0.5062310549189208,0.5041523723262387,0.4865422113611051,361.38622752508775
0.5063838451868563,0.504151603368447,0.4864399721745323,371.38000603501325
0.506581371036686,0.5040659743446455,0.4863098860771507,381.3693757720761
0.5068626119442878,0.5038649061288619,0.4861626725205982,391.3553156746933
0.5072387671949936,0.5035740551507585,0.4859965566808629,401.34312333787943
0.5076747999256054,0.5032440165035382,0.4858233994577139,411.3362863131361
0.5081243916252421,0.5029302486016274,0.48563569152704456,421.32995162720476
0.5085258349106263,0.5026819548955929,0.4853999156226201,431.3243205991582
0.5088350677527759,0.5025306201366291,0.48511036905330085,441.3127248265316
0.5090278472020959,0.5024717664563771,0.4848128713767029,451.293426855542
0.5091377114859426,0.5024805033282757,0.4845422525720022,461.2726878886334
0.509208524764718,0.5024969814264943,0.4842956124272435,471.25495622499346
0.509295709696285,0.5024698648566579,0.48405264827229505,481.24131318945126
0.5094363798732465,0.5023774790657621,0.4837965651253979,491.23054230559
0.5096478449298382,0.502233556941737,0.48355790607252364,501.2192262987081
0.5098980887885827,0.5020457340453173,0.4833525743607584,511.2091516979745
0.510152651352202,0.501858423289569,0.48317398236192416,521.1984701128082
0.5103773565823743,0.5017218930088156,0.4829733838123168,531.1805805627873
0.5105553376612079,0.5016431888960068,0.4827257945430582,541.1596734362043
0.5106893624986694,0.5016249081067924,0.48246011131842836,551.1420540700943
0.510773077918529,0.5016539402744958,0.4821781188666714,561.1266491831282
0.5108320115003206,0.5017173583827017,0.48190211812470785,571.1156003608917
0.5108601157855199,0.501796689760037,0.4816495445111078,581.1097739160645
0.5108520668300094,0.5018674183474667,0.48143038047854914,591.1035455317198
0.5108160083362667,0.5019270633193872,0.4812405923089677,601.0974611999687
0.5107735013636838,0.5019916923129184,0.4810776607250668,611.0896282591322
0.5107350438451097,0.5020461711577475,0.48092694295441973,621.0767008801446
0.5106867910948448,0.5020710667456241,0.4807929263420587,631.0571192584554
0.510633484785227,0.5020558269690818,0.4807135608310097,641.0336221117963
0.5105938622192525,0.501981611273703,0.48070801422157017,651.0074351757843
0.5105923278624539,0.5018388139795282,0.48075313849542534,660.9834435010221
0.5106427300891847,0.501649415156165,0.48078264687990624,670.9620681890775
0.5107367519590216,0.5014318390888168,0.4807906492277595,680.9433966906955
0.5108394082812735,0.501230437658705,0.4807996016952252,690.9289731209952
0.5109032002769224,0.5011128351065205,0.48080796935025066,700.9201436216524
0.5108838436061437,0.5011081304635635,0.4808191155418545,710.9122781574237
0.5107555002681694,0.5012131064109241,0.48082904346658945,720.9002348464093
0.5106058693256031,0.5012684162013853,0.4808569894570502,730.8837879361405
0.5105644292531234,0.5011936705838962,0.4808560384662458,740.8670633492874
