time,shoulder link,upper arm link,forearm link,wrist1 link,wrist2 link,wrist3 link,total_reward
0.0,0.00011363096564728672,0.014854249878751766,0.004047434316558439,6.611268123338942e-05,0.00024614923401495827,-0.0001367795893288107,967.4998560909274
1.0,-0.006179725801795626,0.01261682003342108,0.009396615918629253,0.012672359735824463,-0.012483088115882926,0.006309441131995785,967.4998560909274
2.0,-0.017938372965167326,0.008269002169682411,0.006686996424963265,0.023482652626696028,-0.027435080820850985,0.012148055543832909,967.4998560909274
3.0,-0.032520304711083116,0.0003573189809318442,-0.0011532974322360943,0.03454053481295085,-0.04237101565855763,0.018222339098122615,967.4998560909274
4.0,-0.04847853671974536,-0.010450523730340758,-0.008773755226898099,0.04546270030678324,-0.05560702121325808,0.027958498209566737,967.4998560909274
5.0,-0.06519518647461295,-0.02266223841802781,-0.016634833321036276,0.0576590293331891,-0.06958211821786942,0.040185632352618385,967.4998560909274
6.0,-0.0821875474889681,-0.03599560797026433,-0.026033693549136056,0.07007036733968673,-0.08485767759145597,0.05386825121020443,967.4998560909274
7.0,-0.09948795664351,-0.05024228208645496,-0.03582004190241696,0.082022493661871,-0.10048903842160148,0.06880315392145511,967.4998560909274
8.0,-0.11692746708297044,-0.06493367668641851,-0.046715734238594715,0.0921219330004273,-0.1165645155295137,0.0842901026686493,967.4998560909274
9.0,-0.13347262140535274,-0.08004170107331843,-0.05859653254010236,0.09983561442422624,-0.13258899975562904,0.099741296760815,967.4998560909274
10.0,-0.14954215987593641,-0.09537973420212272,-0.07116923739229877,0.10667600772438714,-0.1481298373114901,0.11522506029542362,967.4998560909274
11.0,-0.16562448665192447,-0.11090018689027195,-0.08401818593542963,0.11219126934006562,-0.1633651548117043,0.13079746662490982,967.4998560909274
12.0,-0.1815601166187465,-0.12661620701673534,-0.0967793567807476,0.11733851836967492,-0.17857936023467058,0.14648183537227916,967.4998560909274
13.0,-0.1974837026860821,-0.14242917845096853,-0.1096514337745401,0.12193485763986879,-0.19415897257387274,0.16182313046100802,967.4998560909274
14.0,-0.21313021076431546,-0.15786928787012186,-0.12293297990875351,0.1258978998887061,-0.21016785954042208,0.17645922244455417,967.4998560909274
15.0,-0.22872603223572224,-0.17275690573777858,-0.13666294982234334,0.12777140904833392,-0.22587875203117733,0.19081142261063797,967.4998560909274
16.0,-0.24439260623066875,-0.18678089341259854,-0.15090523484103066,0.1288916535280249,-0.24171538044082627,0.2055596199101849,967.4998560909274
17.0,-0.2600328112022368,-0.19998134440432688,-0.16529611839872288,0.12834461562900548,-0.25769492919202835,0.22061075130186378,967.4998560909274
18.0,-0.2752496839612178,-0.21146772410315684,-0.1797207015869294,0.126351637041168,-0.2731327180601217,0.23542373522419474,967.4998560909274
19.0,-0.29002230297220727,-0.22122708263692287,-0.19395143550399466,0.12276940749250595,-0.28820991384798417,0.250479022680769,967.4998560909274
20.0,-0.3047789981010199,-0.230010782525505,-0.20809755287931886,0.11896766145473457,-0.3031607378588141,0.265649219982976,967.4998560909274
21.0,-0.31953021388960784,-0.23750093291221314,-0.22191916128175698,0.11462582270052965,-0.31781252033624013,0.2807157678733483,967.4998560909274
22.0,-0.33410359273710605,-0.2441791455102574,-0.23571166869147447,0.1093065109535008,-0.3323805594818231,0.2960252435354556,967.4998560909274
23.0,-0.3480264520072661,-0.2504704984936977,-0.2494661474150871,0.10293215912334149,-0.3469109187865451,0.3116212604751127,967.4998560909274
24.0,-0.36161708004337095,-0.25605335670525253,-0.262932918406489,0.09558043541532511,-0.36081452356831034,0.3272720103330288,967.4998560909274
25.0,-0.3753156242001144,-0.2603297767239629,-0.27571652736320146,0.08763670641307102,-0.3734689966467183,0.34275670792669344,967.4998560909274
26.0,-0.389733267258137,-0.2675090791650474,-0.28752982345673256,0.08525790508463058,-0.3866214516200252,0.3573958721866314,967.4998560909274
27.0,-0.4043182062198795,-0.274622454890472,-0.29967427825354087,0.0825325561122305,-0.39959959149858776,0.3721051408499521,967.4998560909274
28.0,-0.4189769734013585,-0.28171157472073866,-0.31197632742063797,0.0793766903391844,-0.41250308519114914,0.38703015643707456,967.4998560909274
29.0,-0.4336610644963086,-0.2886690815525988,-0.3243666256083388,0.07582135097251412,-0.42521792225822197,0.4021789112129062,967.4998560909274
30.0,-0.44832302234925375,-0.29535190193164446,-0.33681708999429877,0.07202100608293271,-0.43799713983875166,0.4175686630764491,967.4998560909274
31.0,-0.46296196675698165,-0.30165929541923486,-0.3493028932454353,0.06781923376196354,-0.4508047427052145,0.4331261349961921,967.4998560909274
32.0,-0.47752503118840806,-0.3074764334309937,-0.36187245424910547,0.06345324601252109,-0.4635840444406931,0.44881388613371515,967.4998560909274
33.0,-0.49197854676127073,-0.31273249840934286,-0.374591298475402,0.05879516506681561,-0.4765609324066595,0.46448316710089527,967.4998560909274
34.0,-0.506351623942533,-0.3174291964194337,-0.3875394053038826,0.05376826171789163,-0.4895995829116264,0.4799085898326829,967.4998560909274
35.0,-0.5205602107879214,-0.32160507053751547,-0.40042068521185864,0.04828772911161056,-0.5026633721765104,0.4952548371172585,967.4998560909274
36.0,-0.5345630327704187,-0.325327646695404,-0.4132482333148629,0.042291570379228455,-0.5157376219763128,0.5106277350239625,967.4998560909274
37.0,-0.5484220029822214,-0.328670823562438,-0.42603970205561326,0.03583283229559353,-0.5288160230501648,0.5259300372158404,967.4998560909274
38.0,-0.562188169338421,-0.33156241970257244,-0.4387957207699273,0.0288177011795977,-0.5419019130253143,0.5412017691912795,967.4998560909274
39.0,-0.5758470410959832,-0.33392914221931463,-0.45160657310684144,0.02155936796274558,-0.5547955866422147,0.5564608275264704,967.4998560909274
40.0,-0.589424202337723,-0.3358642382447914,-0.464370241990035,0.013799909649575838,-0.5676400109203984,0.5717290235718262,967.4998560909274
41.0,-0.6029467725555571,-0.3373962460722091,-0.4769609664479553,0.005728819214837594,-0.5804379098408613,0.5870012384641511,967.4998560909274
42.0,-0.6164902484452339,-0.3384309798957535,-0.48943420354850264,-0.002576905404267531,-0.5932161272390752,0.6023682500768102,967.4998560909274
43.0,-0.6301438550797305,-0.33890494041635144,-0.5017552743600842,-0.011228529993037698,-0.6060084953093954,0.6177459622800023,967.4998560909274
44.0,-0.6439037739769019,-0.33893056448943737,-0.5140156321040545,-0.0198275307702146,-0.6188902697649304,0.6332128161024538,967.4998560909274
45.0,-0.657750247368548,-0.33858310113699985,-0.5261285238624005,-0.028654423792622463,-0.6317200301987463,0.6487179647506675,967.4998560909274
46.0,-0.6716575765926083,-0.33783119039217846,-0.5380040369676017,-0.03789518727199897,-0.6445283430013737,0.664288128448819,967.4998560909274
47.0,-0.6855268346078564,-0.33656348010175324,-0.5497722473055903,-0.04730459527122465,-0.6573724947841116,0.6798736872583047,967.4998560909274
48.0,-0.6993830044000975,-0.3349103652513064,-0.561524086619888,-0.057147749355110807,-0.6703224813000407,0.6953262386571589,967.4998560909274
49.0,-0.7132723807791659,-0.33299615266155735,-0.5732131651772182,-0.06689654005671632,-0.6833175836356957,0.7107064334910883,967.4998560909274
50.0,-0.7270681431395845,-0.3308625790084277,-0.584929551520335,-0.07681209465120747,-0.6963552265596904,0.7257706998696362,967.4998560909274
51.0,-0.7405617492363482,-0.32860270271486774,-0.5966672010138845,-0.08678375344038496,-0.709347839861608,0.7402887536746191,967.4998560909274
52.0,-0.7536195815662032,-0.3262192600100249,-0.6081864672994305,-0.09717312259196327,-0.7222631848387129,0.7542245025403564,967.4998560909274
53.0,-0.7662512933092911,-0.32362326614344344,-0.6193437003157297,-0.10773389655173941,-0.735009988951994,0.7676014335994392,967.4998560909274
54.0,-0.778577177460002,-0.3207242980145158,-0.6300884560559841,-0.11847951488353492,-0.7474936048022605,0.7807124271710064,967.4998560909274
55.0,-0.7905506914817626,-0.317392072375888,-0.6403303566482971,-0.12900953058974507,-0.7595999268496406,0.7933856367414189,967.4998560909274
56.0,-0.8022795868762559,-0.3137711068814052,-0.6501365648835908,-0.1391251796350012,-0.7711166641419676,0.8058587689691117,967.4998560909274
57.0,-0.8136981096310542,-0.31000310017556654,-0.6596437642799536,-0.14925007791533737,-0.7824021232980425,0.8182079514264403,967.4998560909274
