episode,SD
172.0,0.017752252675876348
173.0,0.017574730149117583
174.0,0.017398982847626407
175.0,0.017224993019150144
176.0,0.01705274308895864
177.0,0.016882215658069057
178.0,0.016713393501488365
179.0,0.01654625956647348
180.0,0.016380796970808745
181.0,0.01621698900110066
182.0,0.01605481911108965
183.0,0.015894270919978755
184.0,0.015735328210778967
185.0,0.015577974928671176
186.0,0.015422195179384465
187.0,0.01526797322759062
188.0,0.015115293495314715
189.0,0.014964140560361567
190.0,0.014814499154757951
191.0,0.014666354163210372
192.0,0.01451969062157827
193.0,0.014374493715362487
194.0,0.01423074877820886
195.0,0.014088441290426771
196.0,0.013947556877522502
197.0,0.013808081308747278
198.0,0.013670000495659805
199.0,0.013533300490703207
200.0,0.013397967485796176
201.0,0.013263987810938214
202.0,0.01313134793282883
203.0,0.013000034453500543
204.0,0.012870034108965537
205.0,0.012741333767875881
206.0,0.012613920430197123
207.0,0.012487781225895153
208.0,0.012362903413636201
209.0,0.01223927437949984
210.0,0.01211688163570484
211.0,0.011995712819347793
212.0,0.011875755691154316
213.0,0.011756998134242773
214.0,0.011639428152900345
215.0,0.011523033871371342
216.0,0.011407803532657627
217.0,0.011293725497331052
218.0,0.011180788242357742
219.0,0.011068980359934165
220.0,0.010958290556334823
221.0,0.010848707650771476
222.0,0.010740220574263762
223.0,0.010632818368521124
224.0,0.010526490184835912
225.0,0.010421225282987553
226.0,0.010317013030157677
227.0,0.0102138428998561
228.0,0.01011170447085754
229.0,0.010010587426148965
230.0,0.009910481551887474
231.0,0.0098113767363686
232.0,0.009713262969004913
233.0,0.009616130339314863
234.0,0.009519969035921715
235.0,0.009424769345562498
236.0,0.009330521652106873
237.0,0.009237216435585805
238.0,0.009144844271229946
239.0,0.009053395828517647
240.0,0.00896286187023247
241.0,0.008873233251530143
242.0,0.008784500919014842
243.0,0.008696655909824694
244.0,0.008609689350726446
245.0,0.008523592457219181
246.0,0.00843835653264699
247.0,0.008353972967320522
248.0,0.008270433237647316
249.0,0.008187728905270841
250.0,0.008105851616218135
251.0,0.008024793100055952
252.0,0.007944545169055392
253.0,0.007865099717364838
254.0,0.007786448720191189
255.0,0.007708584232989277
256.0,0.007631498390659385
257.0,0.007555183406752791
258.0,0.007479631572685264
259.0,0.007404835256958411
260.0,0.007330786904388827
261.0,0.007257479035344939
262.0,0.007184904244991489
263.0,0.007113055202541574
264.0,0.007041924650516159
265.0,0.006971505404010998
266.0,0.006901790349970887
267.0,0.006832772446471178
268.0,0.006764444722006466
269.0,0.006696800274786401
270.0,0.006629832272038537
271.0,0.006563533949318152
272.0,0.006497898609824969
273.0,0.00643291962372672
274.0,0.006368590427489453
275.0,0.0063049045232145585
276.0,0.0062418554779824125
277.0,0.006179436923202588
278.0,0.0061176425539705625
279.0,0.006056466128430856
280.0,0.0059959014671465485
281.0,0.005935942452475082
282.0,0.005876583027950332
283.0,0.005817817197670828
284.0,0.00575963902569412
285.0,0.005702042635437179
286.0,0.005645022209082806
287.0,0.005588571986991978
288.0,0.005532686267122059
289.0,0.0054773594044508385
290.0,0.0054225858104063294
291.0,0.005368359952302266
292.0,0.005314676352779244
293.0,0.005261529589251451
294.0,0.005208914293358936
295.0,0.005156825150425347
296.0,0.005105256898921094
297.0,0.0050542043299318835
298.0,0.005003662286632564
299.0,0.004953625663766239
300.0,0.004904089407128576
301.0,0.00485504851305729
302.0,0.004806498027926717
303.0,0.00475843304764745
304.0,0.0047108487171709755
305.0,0.004663740229999265
306.0,0.0046171028276992725
307.0,0.0045709317994222795
308.0,0.004525222481428057
309.0,0.004479970256613776
310.0,0.004435170554047638
311.0,0.0043908188485071616
312.0,0.004346910660022091
313.0,0.004303441553421869
314.0,0.00426040713788765
315.0,0.004217803066508773
316.0,0.004175625035843686
317.0,0.004133868785485249
318.0,0.004092530097630396
319.0,0.004051604796654092
320.0,0.0040110887486875515
321.0,0.0039709778612006755
322.0,0.0039312680825886685
323.0,0.0038919554017627814
324.0,0.003853035847745153
325.0,0.0038145054892677016
326.0,0.0037763604343750245
327.0,0.003738596830031274
328.0,0.003701210861730961
329.0,0.0036641987531136513
330.0,0.0036275567655825146
331.0,0.0035912811979266893
332.0,0.0035553683859474226
333.0,0.003519814702087948
334.0,0.003484616555067068
335.0,0.003449770389516398
336.0,0.003415272685621234
337.0,0.0033811199587650215
338.0,0.0033473087591773714
339.0,0.0033138356715855972
340.0,0.0032806973148697413
341.0,0.0032478903417210436
342.0,0.003215411438303834
343.0,0.003183257323920795
344.0,0.003151424750681587
345.0,0.003119910503174771
346.0,0.0030887113981430234
347.0,0.0030578242841615933
348.0,0.0030272460413199773
349.0,0.0029969735809067775
350.0,0.00296700384509771
351.0,0.0029373338066467324
352.0,0.002907960468580265
353.0,0.0028788808638944624
354.0,0.0028500920552555174
355.0,0.0028215911347029624
356.0,0.002793375223355933
357.0,0.0027654414711223737
358.0,0.00273778705641115
359.0,0.0027104091858470383
360.0,0.0026833050939885678
361.0,0.0026564720430486822
362.0,0.002629907322618195
363.0,0.0026036082493920134
364.0,0.002577572166898093
365.0,0.0025517964452291125
366.0,0.002526278480776821
367.0,0.002501015695969053
368.0,0.002476005539009362
369.0,0.0024512454836192687
370.0,0.0024267330287830757
371.0,0.002402465698495245
372.0,0.0023784410415102924
373.0,0.0023546566310951897
374.0,0.0023311100647842374
375.0,0.002307798964136395
376.0,0.0022847209744950316
377.0,0.002261873764750081
378.0,0.0022392550271025805
379.0,0.0022168624768315547
380.0,0.002194693852063239
381.0,0.0021727469135426067
382.0,0.0021510194444071804
383.0,0.0021295092499631087
384.0,0.0021082141574634773
385.0,0.0020871320158888425
386.0,0.0020662606957299544
387.0,0.0020455980887726546
388.0,0.002025142107884928
389.0,0.002004890686806079
390.0,0.001984841779938018
391.0,0.001964993362138638
392.0,0.0019453434285172514
393.0,0.0019258899942320787
394.0,0.001906631094289758
395.0,0.0018875647833468602
396.0,0.0018686891355133917
397.0,0.0018500022441582577
398.0,0.001831502221716675
399.0,0.0018131871994995085
400.0,0.0017950553275045134
401.0,0.0017771047742294684
402.0,0.0017593337264871737
403.0,0.001741740389222302
404.0,0.0017243229853300792
405.0,0.0017070797554767784
406.0,0.0016900089579220106
407.0,0.0016731088683427907
408.0,0.0016563777796593628
409.0,0.001639814001862769
410.0,0.0016234158618441412
411.0,0.0016071817032257
412.0,0.001591109886193443
413.0,0.0015751987873315087
414.0,0.0015594467994581936
415.0,0.0015438523314636116
416.0,0.0015284138081489754
417.0,0.0015131296700674856
418.0,0.001497998373366811
419.0,0.0014830183896331426
420.0,0.0014681882057368113
421.0,0.001453506323679443
422.0,0.0014389712604426486
423.0,0.0014245815478382221
424.0,0.0014103357323598398
425.0,0.0013962323750362415
426.0,0.0013822700512858789
427.0,0.00136844735077302
428.0,0.00135476287726529
429.0,0.001341215248492637
430.0,0.0013278030960077107
431.0,0.0013145250650476335
432.0,0.0013013798143971572
433.0,0.0012883660162531854
434.0,0.0012754823560906536
435.0,0.001262727532529747
436.0,0.0012501002572044497
437.0,0.0012375992546324053
438.0,0.0012252232620860812
439.0,0.0012129710294652204
440.0,0.001200841319170568
441.0,0.0011888329059788624
442.0,0.0011769445769190738
443.0,0.0011651751311498831
444.0,0.0011535233798383843
445.0,0.0011419881460400004
446.0,0.0011305682645796004
447.0,0.0011192625819338045
448.0,0.0011080699561144666
449.0,0.0010969892565533218
450.0,0.0010860193639877886
451.0,0.0010751591703479107
452.0,0.0010644075786444315
453.0,0.0010537635028579873
454.0,0.0010432258678294073
455.0,0.0010327936091511134
456.0,0.0010224656730596022
457.0,0.0010122410163290062
458.0,0.0010021186061657161
459.0,0.000992097420104059
460.0,0.0009821764459030183
461.0,0.000972354681443988
462.0,0.0009626311346295481
463.0,0.0009530048232832526
464.0,0.0009434747750504199
465.0,0.0009340400272999157
466.0,0.0009246996270269166
467.0,0.0009154526307566474
468.0,0.0009062981044490808
469.0,0.0008972351234045901
470.0,0.0008882627721705441
471.0,0.0008793801444488387
472.0,0.0008705863430043502
473.0,0.0008618804795743068
474.0,0.0008532616747785638
475.0,0.0008447290580307781
476.0,0.0008362817674504703
477.0,0.0008279189497759654
478.0,0.0008196397602782059
479.0,0.0008114433626754238
480.0,0.0008033289290486697
481.0,0.000795295639758183
482.0,0.0007873426833606011
483.0,0.000779469256526995
484.0,0.0007716745639617251
485.0,0.0007639578183221078
486.0,0.0007563182401388867
487.0,0.0007487550577374978
488.0,0.0007412675071601228
489.0,0.0007338548320885216
490.0,0.0007265162837676364
491.0,0.00071925112092996
492.0,0.0007120586097206605
493.0,0.0007049380236234539
494.0,0.0006978886433872193
495.0,0.0006909097569533472
496.0,0.0006840006593838138
497.0,0.0006771606527899756
498.0,0.0006703890462620758
499.0,0.0006636851557994552
500.0,0.0006570483042414605
501.0,0.0006504778211990459
502.0,0.0006439730429870555
503.0,0.0006375333125571849
504.0,0.000631157979431613
505.0,0.0006248463996372969
506.0,0.0006185979356409239
507.0,0.0006124119562845148
508.0,0.0006062878367216695
509.0,0.0006002249583544529
510.0,0.0005942227087709083
511.0,0.0005882804816831992
512.0,0.0005823976768663672
513.0,0.0005765737000977036
514.0,0.0005708079630967265
515.0,0.0005650998834657592
516.0,0.0005594488846311016
517.0,0.0005538543957847906
518.0,0.0005483158518269427
519.0,0.0005428326933086733
520.0,0.0005374043663755866
521.0,0.0005320303227118307
522.0,0.0005267100194847125
523.0,0.0005214429192898653
524.0,0.0005162284900969666
525.0,0.0005110662051959969
526.0,0.0005059555431440369
527.0,0.0005008959877125965
528.0,0.0004958870278354706
529.0,0.0004909281575571159
530.0,0.00048601887598154463
531.0,0.0004811586872217292
532.0,0.0004763471003495119
533.0,0.0004715836293460168
534.0,0.0004668677930525566
535.0,0.00046219911512203105
536.0,0.0004575771239708107
537.0,0.0004530013527311026
538.0,0.00044847133920379156
539.0,0.0004439866258117537
540.0,0.0004395467595536362
541.0,0.00043515129195809984
542.0,0.0004307997790385188
543.0,0.0004264917812481336
544.0,0.0004222268634356523
545.0,0.00041800459480129576
546.0,0.0004138245488532828
547.0,0.0004096863033647499
548.0,0.00040558944033110235
549.0,0.0004015335459277914
550.0,0.00039751821046851346
551.0,0.0003935430283638283
552.0,0.00038960759808019007
553.0,0.00038571152209938814
554.0,0.00038185440687839425
555.0,0.0003780358628096103
556.0,0.0003742555041815142
557.0,0.00037051294913969905
558.0,0.00036680781964830206
559.0,0.000363139741451819
560.0,0.0003595083440373008
561.0,0.0003559132605969278
562.0,0.0003523541279909585
563.0,0.00034883058671104895
564.0,0.00034534228084393844
565.0,0.00034188885803549903
566.0,0.0003384699694551441
567.0,0.0003350852697605926
568.0,0.00033173441706298666
569.0,0.00032841707289235677
570.0,0.0003251329021634332
571.0,0.0003218815731417989
572.0,0.0003186627574103809
573.0,0.00031547612983627706
574.0,0.00031232136853791433
575.0,0.0003091981548525352
576.0,0.0003061061733040098
577.0,0.00030304511157096974
578.0,0.00030001466045526
579.0,0.0002970145138507074
580.0,0.00029404436871220034
581.0,0.0002911039250250783
582.0,0.00028819288577482756
583.0,0.00028531095691707926
584.0,0.00028245784734790843
585.0,0.0002796332688744294
586.0,0.00027683693618568505
587.0,0.0002740685668238282
588.0,0.0002713278811555899
589.0,0.00026861460234403405
590.0,0.0002659284563205937
591.0,0.0002632691717573878
592.0,0.0002606364800398139
593.0,0.00025803011523941574
594.0,0.0002554498140870216
595.0,0.00025289531594615135
596.0,0.00025036636278668987
597.0,0.00024786269915882297
598.0,0.0002453840721672347
599.0,0.00024293023144556235
600.0,0.0002405009291311067
601.0,0.00023809591983979563
602.0,0.00023571496064139766
603.0,0.00023335781103498367
604.0,0.00023102423292463382
605.0,0.0002287139905953875
606.0,0.00022642685068943364
607.0,0.00022416258218253932
608.0,0.00022192095636071392
609.0,0.00021970174679710678
610.0,0.0002175047293291357
611.0,0.00021532968203584436
612.0,0.0002131763852154859
613.0,0.00021104462136333106
614.0,0.00020893417514969773
615.0,0.00020684483339820077
616.0,0.00020477638506421876
617.0,0.00020272862121357657
618.0,0.0002007013350014408
619.0,0.00019869432165142638
620.0,0.0001967073784349121
621.0,0.000194740304650563
622.0,0.00019279290160405737
623.0,0.00019086497258801678
624.0,0.00018895632286213663
625.0,0.00018706675963351524
626.0,0.0001851960920371801
627.0,0.00018334413111680827
628.0,0.0001815106898056402
629.0,0.0001796955829075838
630.0,0.00017789862707850797
631.0,0.0001761196408077229
632.0,0.00017435844439964566
633.0,0.0001726148599556492
634.0,0.00017088871135609272
635.0,0.00016917982424253177
636.0,0.00016748802600010645
637.0,0.0001658131457401054
638.0,0.00016415501428270434
639.0,0.00016251346413987728
640.0,0.0001608883294984785
641.0,0.00015927944620349374
642.0,0.0001576866517414588
643.0,0.0001561097852240442
644.0,0.00015454868737180377
645.0,0.00015300320049808574
646.0,0.0001514731684931049
647.0,0.00014995843680817384
648.0,0.0001484588524400921
649.0,0.0001469742639156912
650.0,0.00014550452127653425
651.0,0.00014404947606376893
652.0,0.00014260898130313124
653.0,0.00014118289149009993
654.0,0.00013977106257519892
655.0,0.00013837335194944695
656.0,0.00013698961842995247
657.0,0.00013561972224565292
658.0,0.0001342635250231964
659.0,0.00013292088977296445
660.0,0.0001315916808752348
661.0,0.00013027576406648246
662.0,0.00012897300642581764
663.0,0.00012768327636155944
664.0,0.00012640644359794386
665.0,0.00012514237916196443
666.0,0.00012389095537034477
667.0,0.00012265204581664134
668.0,0.00012142552535847491
669.0,0.00012021127010489017
670.0,0.00011900915740384126
671.0,0.00011781906582980285
672.0,0.00011664087517150481
673.0,0.00011547446641978978
674.0,0.00011431972175559187
675.0,0.00011317652453803596
676.0,0.00011204475929265559
677.0,0.00011092431169972904
678.0,0.00010981506858273176
679.0,0.00010871691789690443
680.0,0.0001076297487179354
681.0,0.00010655345123075603
682.0,0.00010548791671844847
683.0,0.00010443303755126399
684.0,0.00010338870717575134
685.0,0.00010235482010399382
686.0,0.00010133127190295388
687.0,0.00010031795918392434
688.0,9.931477959208509e-05
689.0,9.832163179616424e-05
690.0,9.73384154782026e-05
691.0,9.636503132342057e-05
692.0,9.540138101018636e-05
693.0,9.44473672000845e-05
694.0,9.350289352808365e-05
695.0,9.256786459280281e-05
696.0,9.164218594687477e-05
697.0,9.072576408740603e-05
698.0,8.981850644653198e-05
699.0,8.892032138206667e-05
700.0,8.803111816824599e-05
701.0,8.715080698656354e-05
702.0,8.62792989166979e-05
703.0,8.541650592753092e-05
704.0,8.45623408682556e-05
705.0,8.371671745957304e-05
706.0,8.287955028497731e-05
707.0,8.205075478212755e-05
708.0,8.123024723430628e-05
709.0,8.041794476196321e-05
710.0,7.961376531434358e-05
711.0,7.881762766120014e-05
712.0,7.802945138458814e-05
713.0,7.724915687074225e-05
714.0,7.647666530203484e-05
715.0,7.571189864901448e-05
716.0,7.495477966252433e-05
717.0,7.420523186589909e-05
718.0,7.34631795472401e-05
719.0,7.272854775176769e-05
720.0,7.200126227425002e-05
721.0,7.128124965150753e-05
722.0,7.056843715499244e-05
723.0,6.986275278344252e-05
724.0,6.91641252556081e-05
725.0,6.847248400305201e-05
726.0,6.778775916302149e-05
727.0,6.710988157139127e-05
728.0,6.643878275567736e-05
729.0,6.577439492812059e-05
730.0,6.511665097883939e-05
731.0,6.446548446905099e-05
732.0,6.382082962436048e-05
733.0,6.318262132811688e-05
734.0,6.25507951148357e-05
735.0,6.192528716368735e-05
736.0,6.130603429205047e-05
737.0,6.069297394912996e-05
738.0,6.0086044209638656e-05
739.0,5.948518376754227e-05
740.0,5.8890331929866846e-05
741.0,5.8301428610568176e-05
742.0,5.7718414324462494e-05
743.0,5.7141230181217864e-05
744.0,5.656981787940569e-05
745.0,5.600411970061163e-05
746.0,5.5444078503605505e-05
747.0,5.488963771856945e-05
748.0,5.434074134138376e-05
749.0,5.379733392796992e-05
750.0,5.325936058869021e-05
751.0,5.2726766982803315e-05
752.0,5.219949931297528e-05
753.0,5.1677504319845515e-05
754.0,5.116072927664706e-05
755.0,5.064912198388059e-05
756.0,5.014263076404178e-05
757.0,4.964120445640136e-05
758.0,4.9144792411837355e-05
759.0,4.865334448771898e-05
760.0,4.8166811042841786e-05
761.0,4.768514293241337e-05
762.0,4.720829150308924e-05
763.0,4.673620858805834e-05
764.0,4.626884650217776e-05
765.0,4.5806158037155975e-05
766.0,4.5348096456784414e-05
767.0,4.489461549221657e-05
768.0,4.4445669337294404e-05
769.0,4.400121264392146e-05
770.0,4.356120051748224e-05
771.0,4.312558851230742e-05
772.0,4.269433262718435e-05
773.0,4.2267389300912504e-05
774.0,4.184471540790338e-05
775.0,4.1426268253824345e-05
776.0,4.10120055712861e-05
777.0,4.0601885515573235e-05
778.0,4.019586666041751e-05
779.0,3.9793907993813326e-05
780.0,3.9395968913875196e-05
781.0,3.900200922473644e-05
782.0,3.861198913248908e-05
783.0,3.822586924116419e-05
784.0,3.784361054875255e-05
785.0,3.7465174443265024e-05
786.0,3.709052269883238e-05
787.0,3.671961747184405e-05
788.0,3.635242129712561e-05
789.0,3.598889708415435e-05
790.0,3.5629008113312804e-05
791.0,3.527271803217968e-05
792.0,3.491999085185788e-05
793.0,3.45707909433393e-05
794.0,3.422508303390591e-05
795.0,3.3882832203566847e-05
796.0,3.354400388153118e-05
797.0,3.320856384271587e-05
798.0,3.287647820428871e-05
799.0,3.2547713422245825e-05
800.0,3.2222236288023365e-05
801.0,3.190001392514314e-05
802.0,3.15810137858917e-05
803.0,3.126520364803278e-05
804.0,3.095255161155246e-05
805.0,3.064302609543693e-05
806.0,3.0336595834482565e-05
807.0,3.003322987613774e-05
808.0,2.9732897577376363e-05
809.0,2.9435568601602602e-05
810.0,2.9141212915586577e-05
811.0,2.8849800786430707e-05
812.0,2.8561302778566403e-05
813.0,2.827568975078074e-05
814.0,2.7992932853272936e-05
815.0,2.7713003524740206e-05
816.0,2.7435873489492807e-05
817.0,2.7161514754597877e-05
818.0,2.68898996070519e-05
819.0,2.662100061098138e-05
820.0,2.6354790604871567e-05
821.0,2.609124269882285e-05
822.0,2.5830330271834622e-05
823.0,2.5572026969116273e-05
824.0,2.5316306699425106e-05
825.0,2.506314363243086e-05
826.0,2.4812512196106548e-05
827.0,2.4564387074145486e-05
828.0,2.431874320340403e-05
829.0,2.407555577136999e-05
830.0,2.3834800213656286e-05
831.0,2.3596452211519725e-05
832.0,2.336048768940453e-05
833.0,2.312688281251048e-05
834.0,2.2895613984385378e-05
835.0,2.2666657844541522e-05
836.0,2.2439991266096106e-05
837.0,2.2215591353435143e-05
838.0,2.199343543990079e-05
839.0,2.1773501085501783e-05
840.0,2.1555766074646762e-05
841.0,2.1340208413900296e-05
842.0,2.1126806329761292e-05
843.0,2.091553826646368e-05
844.0,2.0706382883799042e-05
845.0,2.049931905496105e-05
846.0,2.0294325864411442e-05
847.0,2.0091382605767325e-05
848.0,1.9890468779709652e-05
849.0,1.9691564091912556e-05
850.0,1.949464845099343e-05
851.0,1.9299701966483496e-05
852.0,1.910670494681866e-05
853.0,1.8915637897350472e-05
854.0,1.8726481518376966e-05
855.0,1.8539216703193198e-05
856.0,1.8353824536161267e-05
857.0,1.8170286290799655e-05
858.0,1.7988583427891656e-05
859.0,1.780869759361274e-05
860.0,1.7630610617676613e-05
861.0,1.7454304511499847e-05
862.0,1.7279761466384852e-05
863.0,1.7106963851721003e-05
864.0,1.6935894213203792e-05
865.0,1.676653527107175e-05
866.0,1.6598869918361036e-05
867.0,1.6432881219177427e-05
868.0,1.626855240698565e-05
869.0,1.6105866882915795e-05
870.0,1.5944808214086638e-05
871.0,1.578536013194577e-05
872.0,1.5627506530626313e-05
873.0,1.547123146532005e-05
874.0,1.531651915066685e-05
875.0,1.516335395916018e-05
876.0,1.5011720419568577e-05
877.0,1.4861603215372892e-05
878.0,1.4712987183219161e-05
879.0,1.4565857311386968e-05
880.0,1.44201987382731e-05
881.0,1.4275996750890368e-05
882.0,1.4133236783381464e-05
883.0,1.399190441554765e-05
884.0,1.3851985371392173e-05
885.0,1.3713465517678251e-05
886.0,1.357633086250147e-05
887.0,1.3440567553876455e-05
888.0,1.3306161878337689e-05
889.0,1.3173100259554311e-05
890.0,1.304136925695877e-05
891.0,1.2910955564389182e-05
892.0,1.278184600874529e-05
893.0,1.2654027548657838e-05
894.0,1.2527487273171259e-05
895.0,1.2402212400439546e-05
896.0,1.2278190276435152e-05
897.0,1.21554083736708e-05
898.0,1.2033854289934092e-05
899.0,1.1913515747034751e-05
900.0,1.1794380589564403e-05
901.0,1.1676436783668758e-05
902.0,1.1559672415832071e-05
903.0,1.144407569167375e-05
904.0,1.1329634934757013e-05
905.0,1.121633858540944e-05
906.0,1.1104175199555346e-05
907.0,1.0993133447559794e-05
908.0,1.0883202113084194e-05
909.0,1.0774370091953352e-05
910.0,1.0666626391033819e-05
911.0,1.055996012712348e-05
912.0,1.0454360525852245e-05
913.0,1.0349816920593723e-05
914.0,1.0246318751387786e-05
915.0,1.0143855563873907e-05
916.0,1.0042417008235168e-05
917.0,9.941992838152815e-06
918.0,9.842572909771288e-06
919.0,9.744147180673575e-06
920.0,9.64670570886684e-06
921.0,9.550238651778171e-06
922.0,9.45473626526039e-06
923.0,9.360188902607785e-06
924.0,9.266587013581707e-06
925.0,9.17392114344589e-06
926.0,9.08218193201143e-06
927.0,8.991360112691315e-06
928.0,8.901446511564402e-06
929.0,8.812432046448757e-06
930.0,8.72430772598427e-06
931.0,8.637064648724427e-06
932.0,8.550694002237183e-06
933.0,8.465187062214812e-06
934.0,8.380535191592662e-06
935.0,8.296729839676734e-06
936.0,8.213762541279968e-06
937.0,8.131624915867167e-06
938.0,8.050308666708496e-06
939.0,7.969805580041411e-06
940.0,7.890107524240995e-06
941.0,7.811206448998584e-06
942.0,7.733094384508598e-06
943.0,7.655763440663513e-06
944.0,7.5792058062568774e-06
945.0,7.503413748194308e-06
946.0,7.428379610712365e-06
947.0,7.354095814605241e-06
948.0,7.280554856459188e-06
949.0,7.207749307894597e-06
950.0,7.13567181481565e-06
951.0,7.064315096667493e-06
952.0,6.993671945700819e-06
953.0,6.923735226243811e-06
954.0,6.854497873981373e-06
955.0,6.785952895241559e-06
956.0,6.718093366289143e-06
957.0,6.650912432626252e-06
958.0,6.584403308299988e-06
959.0,6.518559275216988e-06
960.0,6.453373682464819e-06
961.0,6.3888399456401715e-06
962.0,6.324951546183769e-06
963.0,6.261702030721932e-06
964.0,6.1990850104147125e-06
965.0,6.137094160310565e-06
966.0,6.075723218707459e-06
967.0,6.014965986520385e-06
968.0,5.95481632665518e-06
969.0,5.895268163388629e-06
970.0,5.836315481754743e-06
971.0,5.777952326937195e-06
972.0,5.720172803667823e-06
973.0,5.6629710756311455e-06
974.0,5.606341364874834e-06
975.0,5.550277951226085e-06
976.0,5.4947751717138244e-06
977.0,5.4398274199966855e-06
978.0,5.385429145796719e-06
979.0,5.331574854338752e-06
980.0,5.278259105795364e-06
981.0,5.22547651473741e-06
982.0,5.173221749590036e-06
983.0,5.121489532094136e-06
984.0,5.070274636773195e-06
985.0,5.0195718904054625e-06
986.0,4.969376171501408e-06
987.0,4.9196824097863936e-06
988.0,4.87048558568853e-06
989.0,4.821780729831645e-06
990.0,4.773562922533328e-06
991.0,4.725827293307995e-06
992.0,4.678569020374915e-06
993.0,4.631783330171166e-06
994.0,4.5854654968694545e-06
995.0,4.53961084190076e-06
996.0,4.494214733481753e-06
